loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type
20000.0,20000.0, 36 months,0.1761,719.14,E,E1,7 years,MORTGAGE,21629.71,Verified,Charged Off,credit_card,WA,23.81,0,712,716,3,13,0,4951.13,71.5,19,Individual
10000.0,10000.0, 36 months,0.0676,307.67,A,A2,5 years,MORTGAGE,33883.11,Verified,Fully Paid,debt_consolidation,IN,24.22,3,679,683,1,15,0,6906.6,23.0,27,Individual
20000.0,20000.0, 36 months,0.1955,738.72,D,D3,3 years,MORTGAGE,40581.59,Not Verified,Fully Paid,home_improvement,MO,30.4,1,699,703,0,12,0,15088.34,3.3,27,Individual
15000.0,15000.0, 36 months,0.1127,492.98,B,B4,6 years,RENT,38601.48,Verified,Fully Paid,debt_consolidation,MN,22.97,0,706,710,2,6,0,11762.9,37.2,19,Joint App
10000.0,10000.0, 60 months,0.0574,192.14,A,A5,3 years,MORTGAGE,87650.1,Verified,Fully Paid,other,MO,24.97,0,698,702,0,9,0,16543.37,67.2,21,Individual
30000.0,30000.0, 36 months,0.1747,1076.64,D,D2,1 year,MORTGAGE,65564.38,Source Verified,Fully Paid,debt_consolidation,MD,15.43,0,681,685,2,10,0,32363.09,24.6,18,Individual
20000.0,20000.0, 36 months,0.1153,659.85,C,C4,10+ years,OWN,31047.07,Source Verified,Fully Paid,debt_consolidation,IN,19.82,1,732,736,0,13,2,2734.77,63.8,18,Individual
35000.0,35000.0, 36 months,0.2049,1309.44,E,E4,8 years,RENT,45734.2,Source Verified,Charged Off,credit_card,TX,22.69,0,666,670,0,10,2,2181.53,0.0,16,Individual
12000.0,12000.0, 36 months,0.175,430.83,D,D2,5 years,RENT,53109.77,Verified,Current,other,CO,26.43,1,659,663,0,9,0,9576.69,72.3,19,Individual
18000.0,18000.0, 36 months,0.1776,648.62,D,D1,6 years,RENT,48876.29,Verified,Fully Paid,home_improvement,NJ,14.87,2,642,646,1,12,0,17217.33,22.7,19,Individual
15000.0,15000.0, 60 months,0.1109,326.84,B,B1,10+ years,MORTGAGE,34830.6,Not Verified,Fully Paid,debt_consolidation,NC,18.42,0,622,626,3,6,0,1873.56,28.1,13,Individual
18000.0,18000.0, 36 months,0.1185,596.57,B,B5,4 years,OWN,27839.88,Source Verified,Charged Off,debt_consolidation,TX,20.56,0,693,697,0,16,0,6400.54,100.0,23,Individual
5000.0,5000.0, 36 months,0.1521,173.84,D,D1,5 years,MORTGAGE,85038.81,Not Verified,Charged Off,debt_consolidation,CO,25.43,1,686,690,1,6,0,13662.28,57.4,18,Individual
10000.0,10000.0, 36 months,0.1704,356.71,D,D5,10+ years,MORTGAGE,26647.4,Verified,Fully Paid,debt_consolidation,OH,21.39,2,620,624,1,19,0,8051.82,20.9,27,Individual
25000.0,25000.0, 60 months,0.2672,759.27,G,G3,2 years,RENT,82840.75,Not Verified,Fully Paid,home_improvement,MD,9.66,0,701,705,1,11,0,3607.02,72.1,22,Individual
12000.0,12000.0, 60 months,0.124,269.38,C,C2,9 years,MORTGAGE,62484.28,Verified,Fully Paid,debt_consolidation,NY,22.75,1,726,730,0,11,2,1960.27,39.2,24,Joint App
35000.0,35000.0, 36 months,0.0887,1110.85,B,B4,6 years,MORTGAGE,32416.76,Source Verified,Fully Paid,credit_card,CA,33.06,0,679,683,1,11,2,5153.93,48.6,20,Individual
10000.0,10000.0, 36 months,0.1775,360.27,D,D5,7 years,MORTGAGE,73582.59,Not Verified,Fully Paid,debt_consolidation,NC,7.67,0,696,700,0,11,0,6915.47,52.1,22,Individual
35000.0,35000.0, 36 months,0.1158,1155.48,B,B1,10+ years,OTHER,35253.78,Not Verified,Fully Paid,debt_consolidation,MO,33.7,0,715,719,2,5,0,17117.29,75.8,14,Individual
18000.0,18000.0, 60 months,0.2666,545.99,F,F5,10+ years,MORTGAGE,76051.49,Source Verified,Fully Paid,major_purchase,IN,14.84,0,678,682,0,13,0,2529.54,46.7,20,Individual
20000.0,20000.0, 36 months,0.1934,736.59,E,E5,10+ years,RENT,33781.04,Source Verified,Current,debt_consolidation,OH,11.82,2,695,699,2,11,0,5774.88,25.7,17,Individual
12000.0,12000.0, 36 months,0.1282,403.26,C,C1,2 years,OWN,57840.76,Not Verified,Current,vacation,CO,14.04,3,715,719,3,11,0,1013.99,36.1,21,Individual
25000.0,25000.0, 36 months,0.153,870.32,D,D1,3 years,OWN,52610.05,Source Verified,Fully Paid,debt_consolidation,WA,17.4,2,697,701,1,14,0,12196.62,47.3,21,Individual
15000.0,15000.0, 36 months,0.1525,521.82,D,D2,5 years,OWN,37373.94,Verified,Fully Paid,debt_consolidation,IL,17.82,1,707,711,0,4,0,13210.56,38.8,15,Individual
18000.0,18000.0, 36 months,0.0601,547.66,A,A4,10+ years,MORTGAGE,44848.23,Verified,Current,debt_consolidation,NC,18.83,0,704,708,0,8,0,14903.74,45.9,16,Individual
5000.0,5000.0, 36 months,0.2151,189.7,E,E2,7 years,RENT,36824.47,Not Verified,Charged Off,debt_consolidation,MO,3.87,0,718,722,4,11,0,16605.43,64.6,23,Individual
18000.0,18000.0, 60 months,0.1378,416.76,C,C2,10+ years,RENT,109373.07,Source Verified,Fully Paid,home_improvement,NC,22.43,0,645,649,0,11,1,83064.33,42.6,15,Joint App
25000.0,25000.0, 36 months,0.1798,903.58,D,D1,< 1 year,MORTGAGE,35588.02,Not Verified,Current,car,GA,30.16,0,705,709,4,9,0,1851.9,18.9,19,Individual
7500.0,7500.0, 36 months,0.1089,245.14,B,B1,3 years,RENT,51909.95,Not Verified,Fully Paid,debt_consolidation,NJ,5.18,2,716,720,1,9,1,13491.99,71.0,21,Individual
20000.0,20000.0, 36 months,0.1973,740.51,E,E4,2 years,OWN,15452.48,Not Verified,Fully Paid,debt_consolidation,CO,19.72,0,711,715,0,11,0,5188.97,51.2,19,Individual
5000.0,5000.0, 36 months,0.1177,165.53,B,B5,10+ years,MORTGAGE,35869.79,Source Verified,Current,house,IL,9.1,2,749,753,0,10,0,4617.2,70.1,18,Individual
30000.0,30000.0, 36 months,0.082,942.93,A,A2,6 years,RENT,79291.61,Source Verified,Fully Paid,other,MO,8.62,0,665,669,0,10,0,15147.17,48.9,24,Individual
35000.0,35000.0, 60 months,0.2038,934.72,E,E4,< 1 year,RENT,72038.31,Not Verified,Fully Paid,debt_consolidation,NY,25.34,1,692,696,1,9,0,3275.66,42.1,20,Individual
12000.0,12000.0, 36 months,0.0644,367.45,A,A2,10+ years,RENT,70393.29,Source Verified,Current,debt_consolidation,NJ,33.91,0,761,765,0,13,0,31815.18,19.0,19,Joint App
7500.0,7500.0, 60 months,0.0901,155.74,B,B5,5 years,MORTGAGE,53247.79,Verified,Charged Off,major_purchase,IN,17.74,0,730,734,1,11,0,2988.8,63.6,21,Individual
18000.0,18000.0, 36 months,0.2306,697.36,F,F2,3 years,MORTGAGE,63009.82,Not Verified,Charged Off,other,FL,24.53,0,671,675,0,14,0,14823.64,43.8,26,Individual
5000.0,5000.0, 36 months,0.26,201.45,F,F3,2 years,RENT,128810.41,Source Verified,Default,home_improvement,CA,0.0,0,687,691,2,9,0,13183.33,12.4,18,Joint App
15000.0,15000.0, 36 months,0.1423,514.36,C,C4,10+ years,MORTGAGE,31113.88,Source Verified,Fully Paid,medical,NY,9.8,0,674,678,0,11,0,23298.01,25.3,24,Individual
10000.0,10000.0, 60 months,0.1161,220.48,C,C1,10+ years,RENT,113074.39,Source Verified,Fully Paid,debt_consolidation,WA,7.41,1,663,667,4,9,0,16151.03,72.9,24,Individual
15000.0,15000.0, 36 months,0.1115,492.16,C,C2,< 1 year,RENT,31920.32,Verified,Charged Off,debt_consolidation,CA,27.11,0,659,663,0,8,0,5445.71,90.0,27,Individual
5000.0,5000.0, 36 months,0.086,158.06,B,B4,3 years,MORTGAGE,64965.74,Not Verified,Fully Paid,debt_consolidation,PA,27.85,0,693,697,4,11,0,50030.72,38.3,21,Individual
5000.0,5000.0, 36 months,0.1017,161.72,B,B4,9 years,MORTGAGE,32405.98,Source Verified,Fully Paid,debt_consolidation,FL,26.14,0,669,673,2,8,0,14455.13,47.2,15,Individual
5000.0,5000.0, 36 months,0.1493,173.15,D,D2,10+ years,OWN,90093.57,Verified,Fully Paid,credit_card,PA,21.53,0,736,740,5,19,0,7834.46,65.5,36,Individual
15000.0,15000.0, 36 months,0.1869,547.51,D,D1,5 years,MORTGAGE,25011.53,Not Verified,Fully Paid,debt_consolidation,AZ,7.27,0,698,702,1,11,0,11129.68,80.4,21,Individual
15000.0,15000.0, 36 months,0.186,546.83,D,D1,8 years,RENT,29647.52,Not Verified,Fully Paid,debt_consolidation,WA,10.1,0,692,696,0,14,0,17963.25,52.1,23,Individual
10000.0,10000.0, 36 months,0.1764,359.7,D,D2,10+ years,OWN,50645.36,Not Verified,Charged Off,medical,MD,37.92,0,718,722,0,5,0,4408.36,53.7,22,Individual
18000.0,18000.0, 36 months,0.0821,565.84,A,A4,10+ years,MORTGAGE,33769.02,Not Verified,Current,debt_consolidation,CA,7.47,0,698,702,1,13,0,4206.34,52.5,24,Individual
25000.0,25000.0, 36 months,0.1309,843.41,C,C1,10+ years,MORTGAGE,35376.18,Verified,Charged Off,other,TN,7.94,2,719,723,1,7,0,3623.16,44.8,14,Joint App
10000.0,10000.0, 60 months,0.077,201.32,A,A2,1 year,OWN,50471.12,Not Verified,Fully Paid,other,FL,16.78,1,694,698,0,8,0,27032.08,23.5,18,Individual
25000.0,25000.0, 36 months,0.1105,819.06,C,C2,10+ years,MORTGAGE,25574.05,Not Verified,Charged Off,debt_consolidation,GA,27.26,0,672,676,0,8,0,6632.95,70.1,19,Individual
18000.0,18000.0, 36 months,0.1509,624.73,C,C2,< 1 year,RENT,58501.36,Not Verified,Fully Paid,debt_consolidation,NY,30.89,3,671,675,0,11,0,23508.78,14.6,25,Individual
5000.0,5000.0, 60 months,0.2027,133.22,E,E4,7 years,MORTGAGE,67568.22,Verified,Fully Paid,credit_card,TN,21.59,0,620,624,0,13,0,5054.98,80.5,21,Joint App
12000.0,12000.0, 36 months,0.0981,386.12,B,B1,7 years,MORTGAGE,21063.92,Not Verified,Current,small_business,NC,20.35,0,717,721,0,12,0,2456.54,58.2,28,Joint App
15000.0,15000.0, 36 months,0.1073,489.17,A,A4,10+ years,OWN,62724.71,Source Verified,Charged Off,home_improvement,NJ,17.79,0,644,648,3,8,0,54042.07,57.0,16,Joint App
20000.0,20000.0, 36 months,0.0667,614.53,A,A3,< 1 year,RENT,61198.93,Source Verified,Fully Paid,debt_consolidation,CO,15.39,0,678,682,1,8,0,2354.44,53.3,18,Individual
10000.0,10000.0, 36 months,0.1811,362.07,D,D1,10+ years,MORTGAGE,70407.15,Source Verified,Fully Paid,debt_consolidation,NC,21.34,0,714,718,0,13,0,2067.56,71.6,24,Individual
35000.0,35000.0, 36 months,0.1377,1192.34,C,C4,10+ years,OWN,58072.34,Source Verified,Fully Paid,debt_consolidation,TX,15.64,1,645,649,0,14,0,4748.81,64.0,26,Individual
18000.0,18000.0, 36 months,0.05,539.48,A,A1,< 1 year,RENT,66904.52,Source Verified,Fully Paid,debt_consolidation,MA,34.35,0,709,713,0,14,0,1687.93,48.5,25,Individual
12000.0,12000.0, 36 months,0.055,362.35,A,A3,2 years,RENT,66771.55,Source Verified,Current,debt_consolidation,MD,6.92,1,671,675,1,12,0,2981.17,16.2,14,Individual
5000.0,5000.0, 36 months,0.2005,185.96,D,D5,< 1 year,RENT,62769.97,Verified,Late (31-120 days),medical,IN,7.62,1,718,722,2,12,0,33240.91,70.5,24,Individual
10000.0,10000.0, 60 months,0.0787,202.14,A,A2,10+ years,MORTGAGE,67740.68,Not Verified,Fully Paid,home_improvement,IN,16.76,0,706,710,3,7,3,4370.16,69.1,15,Individual
15000.0,15000.0, 36 months,0.1697,534.6,D,D4,2 years,OWN,136581.8,Verified,Fully Paid,debt_consolidation,VA,8.14,1,668,672,0,13,0,2235.29,26.6,23,Individual
15000.0,15000.0, 60 months,0.162,366.34,D,D3,< 1 year,RENT,118870.93,Source Verified,Current,other,NY,28.42,0,747,751,0,8,0,17092.0,13.0,12,Joint App
20000.0,20000.0, 36 months,0.0748,621.94,A,A3,1 year,RENT,50603.15,Source Verified,Current,house,MD,21.34,2,760,764,0,19,0,6793.49,32.7,27,Individual
18000.0,18000.0, 36 months,0.0762,560.93,A,A1,8 years,MORTGAGE,37259.24,Verified,Fully Paid,moving,TX,25.69,0,673,677,0,7,0,27760.45,38.3,14,Individual
10000.0,10000.0, 36 months,0.2834,415.47,G,G1,7 years,RENT,116107.91,Not Verified,Charged Off,debt_consolidation,WA,12.07,0,702,706,0,12,0,12338.32,41.5,23,Individual
15000.0,15000.0, 36 months,0.116,495.38,B,B2,3 years,RENT,213844.48,Source Verified,Fully Paid,debt_consolidation,MN,4.92,0,712,716,3,13,0,4022.34,0.0,24,Individual
5000.0,5000.0, 36 months,0.087,158.3,B,B1,10+ years,MORTGAGE,53264.98,Not Verified,Fully Paid,debt_consolidation,AZ,20.91,0,751,755,1,13,1,1817.42,44.3,21,Individual
12000.0,12000.0, 60 months,0.155,288.63,D,D4,10+ years,RENT,73117.1,Not Verified,Fully Paid,credit_card,MA,21.8,0,641,645,1,9,0,21997.83,11.0,17,Individual
20000.0,20000.0, 36 months,0.2656,811.84,F,F4,4 years,MORTGAGE,44559.59,Verified,Late (31-120 days),debt_consolidation,NJ,28.59,0,724,728,0,15,0,4096.56,46.7,29,Individual
12000.0,12000.0, 36 months,0.31,516.01,G,G4,6 years,MORTGAGE,74506.18,Source Verified,Default,moving,TX,18.41,2,671,675,3,19,1,25174.81,49.6,26,Individual
25000.0,25000.0, 36 months,0.1826,907.12,D,D5,7 years,MORTGAGE,16491.22,Verified,Charged Off,major_purchase,GA,21.5,0,686,690,0,12,0,5049.74,67.9,25,Individual
35000.0,35000.0, 36 months,0.1195,1161.61,B,B4,10+ years,RENT,39551.34,Not Verified,Fully Paid,debt_consolidation,MO,26.41,0,707,711,0,11,0,667.29,18.9,19,Individual
15000.0,15000.0, 36 months,0.0689,462.39,A,A1,5 years,MORTGAGE,83630.45,Source Verified,Fully Paid,debt_consolidation,WA,16.99,0,719,723,0,10,0,2954.02,50.8,23,Individual
7500.0,7500.0, 60 months,0.174,188.01,D,D1,7 years,OWN,32048.8,Not Verified,Fully Paid,debt_consolidation,TN,16.92,0,732,736,1,11,1,94496.99,27.9,16,Joint App
12000.0,12000.0, 36 months,0.1338,406.52,C,C4,5 years,MORTGAGE,75563.97,Source Verified,Current,credit_card,CA,8.28,0,664,668,2,12,1,3115.05,48.5,23,Individual
5000.0,5000.0, 36 months,0.1292,168.27,C,C3,10+ years,RENT,74018.33,Source Verified,Fully Paid,car,FL,20.29,0,715,719,0,13,0,4960.26,49.5,22,Individual
15000.0,15000.0, 36 months,0.2312,581.56,E,E3,8 years,MORTGAGE,76686.69,Verified,Fully Paid,home_improvement,WA,10.42,0,727,731,5,12,0,4097.37,60.9,25,Individual
20000.0,20000.0, 60 months,0.0867,412.01,A,A3,10+ years,MORTGAGE,39958.16,Source Verified,Fully Paid,home_improvement,NJ,26.6,3,668,672,0,12,0,5927.64,69.3,20,Individual
15000.0,15000.0, 36 months,0.124,501.09,C,C2,< 1 year,OWN,85746.25,Verified,Fully Paid,debt_consolidation,NY,21.84,0,675,679,0,12,0,1921.23,31.9,27,Individual
20000.0,20000.0, 36 months,0.05,599.42,A,A5,10+ years,MORTGAGE,164234.79,Verified,Fully Paid,car,IN,7.76,0,692,696,1,13,0,6789.98,77.4,22,Individual
20000.0,20000.0, 36 months,0.129,672.96,C,C4,10+ years,RENT,40358.08,Source Verified,Current,debt_consolidation,NY,12.32,1,668,672,1,12,0,1763.94,11.5,24,Individual
25000.0,25000.0, 36 months,0.0527,752.28,A,A2,10+ years,RENT,36245.37,Source Verified,Fully Paid,car,GA,18.99,0,690,694,0,6,0,592.2,48.6,18,Individual
10000.0,10000.0, 60 months,0.0704,198.18,A,A3,2 years,RENT,48913.59,Not Verified,Fully Paid,debt_consolidation,WA,7.67,2,699,703,0,7,0,32717.98,25.0,19,Individual
25000.0,25000.0, 36 months,0.0539,753.62,A,A4,3 years,MORTGAGE,63902.01,Verified,Fully Paid,credit_card,VA,22.61,0,713,717,3,8,0,1213.97,74.8,29,Joint App
18000.0,18000.0, 36 months,0.1488,622.96,C,C2,10+ years,RENT,29199.75,Not Verified,Fully Paid,home_improvement,NY,15.17,0,737,741,2,13,0,5295.3,34.4,24,Individual
10000.0,10000.0, 36 months,0.1803,361.66,D,D1,10+ years,RENT,41248.14,Source Verified,Fully Paid,debt_consolidation,CO,13.16,0,672,676,0,5,0,16493.17,60.8,11,Joint App
35000.0,35000.0, 36 months,0.1399,1196.05,C,C3,3 years,MORTGAGE,129760.69,Verified,Current,small_business,VA,34.48,3,686,690,1,16,0,17063.31,28.4,25,Individual
30000.0,30000.0, 36 months,0.2661,1218.46,F,F2,6 years,RENT,107106.52,Source Verified,Default,house,NJ,14.28,0,721,725,1,12,1,4849.84,77.9,19,Individual
15000.0,15000.0, 60 months,0.1059,323.05,B,B1,2 years,MORTGAGE,29897.46,Not Verified,Fully Paid,debt_consolidation,CA,29.32,0,777,781,1,8,0,1733.31,58.2,19,Individual
25000.0,25000.0, 36 months,0.1082,816.34,B,B3,3 years,MORTGAGE,165966.99,Not Verified,Current,debt_consolidation,OH,28.58,0,699,703,1,10,2,14146.28,0.0,22,Individual
10000.0,10000.0, 36 months,0.2315,387.89,E,E5,2 years,MORTGAGE,41858.28,Not Verified,Current,credit_card,PA,29.02,0,712,716,0,7,3,8720.15,23.6,17,Joint App
12000.0,12000.0, 60 months,0.098,253.77,B,B3,1 year,OWN,66255.63,Not Verified,Current,credit_card,WA,11.24,0,707,711,1,15,0,170664.67,11.9,23,Individual
10000.0,10000.0, 36 months,0.2591,402.41,F,F5,8 years,RENT,55548.02,Verified,Fully Paid,debt_consolidation,MA,15.62,0,692,696,1,4,0,53338.3,49.1,10,Joint App
15000.0,15000.0, 36 months,0.0542,452.4,A,A5,3 years,OWN,94012.2,Verified,Fully Paid,other,PA,26.21,0,681,685,0,18,0,41456.94,45.8,28,Individual
15000.0,15000.0, 60 months,0.2512,441.32,F,F5,10+ years,RENT,27281.42,Not Verified,Charged Off,debt_consolidation,MN,16.53,0,725,729,1,8,0,4896.86,87.1,14,Individual
10000.0,10000.0, 36 months,0.1039,324.5,A,A4,7 years,MORTGAGE,39487.21,Source Verified,Fully Paid,house,NC,13.79,0,781,785,2,7,0,670.04,54.4,18,Individual
18000.0,18000.0, 60 months,0.2222,499.42,E,E4,5 years,MORTGAGE,31256.03,Source Verified,Fully Paid,major_purchase,MD,27.7,0,733,737,2,7,0,17964.98,59.8,16,Individual
7500.0,7500.0, 36 months,0.1287,252.24,C,C5,10+ years,RENT,28743.7,Verified,Current,debt_consolidation,OH,16.57,0,701,705,0,10,0,6613.54,52.9,20,Individual
5000.0,5000.0, 36 months,0.284,207.89,G,G1,9 years,MORTGAGE,34690.84,Source Verified,Default,house,NJ,26.57,0,690,694,0,11,0,4340.53,11.1,24,Individual
12000.0,12000.0, 36 months,0.0697,370.35,A,A5,1 year,OWN,32809.06,Verified,Fully Paid,debt_consolidation,MO,20.83,0,712,716,0,12,0,7280.07,60.5,18,Individual
12000.0,12000.0, 36 months,0.1335,406.34,C,C2,7 years,OWN,79602.91,Source Verified,Current,small_business,IN,15.64,0,703,707,2,4,0,2714.75,58.0,12,Individual
10000.0,10000.0, 36 months,0.244,394.44,F,F5,6 years,MORTGAGE,42940.68,Source Verified,Fully Paid,home_improvement,VA,0.0,0,693,697,0,9,1,6469.97,72.5,16,Individual
10000.0,10000.0, 36 months,0.1374,340.53,C,C4,10+ years,MORTGAGE,46523.22,Source Verified,Fully Paid,credit_card,IL,15.83,0,669,673,1,6,1,6130.61,56.7,16,Individual
12000.0,12000.0, 60 months,0.138,277.95,C,C4,10+ years,RENT,18014.13,Not Verified,Fully Paid,vacation,NJ,24.08,3,716,720,0,8,0,1873.32,79.9,15,Individual
7500.0,7500.0, 60 months,0.1701,186.43,D,D2,5 years,RENT,98022.02,Source Verified,Fully Paid,home_improvement,CO,11.91,0,761,765,1,6,0,15573.0,47.4,21,Individual
12000.0,12000.0, 36 months,0.1321,405.54,C,C2,6 years,RENT,19389.64,Source Verified,Fully Paid,medical,MO,6.62,0,711,715,1,7,1,8232.58,52.6,19,Individual
25000.0,25000.0, 36 months,0.1351,848.52,C,C3,7 years,MORTGAGE,57370.43,Not Verified,Fully Paid,small_business,NJ,19.95,0,663,667,0,14,0,7225.64,50.4,19,Individual
10000.0,10000.0, 36 months,0.1221,333.14,C,C1,5 years,RENT,120234.68,Source Verified,Late (31-120 days),other,AZ,12.45,1,679,683,0,14,0,6111.24,89.3,26,Individual
18000.0,18000.0, 36 months,0.2173,684.9,E,E1,1 year,MORTGAGE,136270.02,Verified,Charged Off,credit_card,TX,6.64,0,777,781,1,11,0,3025.11,34.8,25,Individual
7500.0,7500.0, 60 months,0.0817,152.68,A,A1,10+ years,MORTGAGE,23622.3,Source Verified,Fully Paid,debt_consolidation,CA,29.1,0,670,674,0,11,0,94757.7,63.2,21,Individual
12000.0,12000.0, 36 months,0.122,399.7,B,B4,10+ years,MORTGAGE,48655.29,Source Verified,Fully Paid,debt_consolidation,NJ,19.25,0,742,746,0,9,0,59665.2,96.6,15,Individual
10000.0,10000.0, 36 months,0.2548,400.13,F,F1,6 years,MORTGAGE,85994.27,Not Verified,Current,credit_card,MA,23.35,0,671,675,1,10,0,739.32,58.6,28,Individual
30000.0,30000.0, 36 months,0.2017,1117.45,E,E3,8 years,MORTGAGE,42488.55,Verified,Fully Paid,debt_consolidation,GA,11.43,0,679,683,0,8,0,17372.94,59.2,15,Individual
12000.0,12000.0, 36 months,0.1285,403.44,C,C3,2 years,MORTGAGE,103620.77,Verified,Fully Paid,debt_consolidation,NY,16.48,0,743,747,2,5,0,7351.24,97.9,16,Joint App
18000.0,18000.0, 36 months,0.1129,591.73,C,C1,7 years,MORTGAGE,15953.0,Source Verified,Charged Off,house,MO,24.07,0,715,719,2,12,0,55331.39,59.4,17,Joint App
15000.0,15000.0, 36 months,0.1109,491.73,B,B2,10+ years,MORTGAGE,59353.43,Source Verified,Charged Off,medical,NC,15.01,1,700,704,0,7,0,16811.4,100.0,15,Joint App
7500.0,7500.0, 36 months,0.0691,231.27,B,B3,7 years,RENT,70920.02,Source Verified,Fully Paid,debt_consolidation,CA,0.0,0,678,682,2,10,0,5436.04,10.1,19,Individual
30000.0,30000.0, 36 months,0.1454,1033.17,C,C2,6 years,MORTGAGE,27240.9,Not Verified,Fully Paid,medical,NC,15.19,1,744,748,0,12,0,54791.53,55.9,25,Individual
12000.0,12000.0, 36 months,0.1172,396.96,B,B4,6 years,RENT,87595.79,Source Verified,Charged Off,debt_consolidation,FL,17.33,0,677,681,2,10,1,3352.88,48.5,23,Individual
5000.0,5000.0, 60 months,0.086,102.83,C,C3,10+ years,MORTGAGE,29299.64,Source Verified,Current,debt_consolidation,NJ,23.48,1,662,666,1,8,2,24074.13,77.8,17,Individual
10000.0,10000.0, 36 months,0.0891,317.59,A,A2,10+ years,RENT,143500.28,Source Verified,Fully Paid,vacation,TX,18.22,0,718,722,1,17,0,3028.45,26.5,23,Individual
12000.0,12000.0, 36 months,0.2654,486.95,F,F1,10+ years,OTHER,44635.37,Verified,Fully Paid,other,TN,14.06,0,677,681,0,11,0,10776.12,15.5,23,Joint App
5000.0,5000.0, 36 months,0.2756,205.64,G,G4,3 years,MORTGAGE,49233.0,Not Verified,Fully Paid,major_purchase,WA,12.53,0,691,695,3,14,1,16147.31,72.7,26,Individual
15000.0,15000.0, 36 months,0.1521,521.54,D,D5,9 years,RENT,29138.78,Verified,Fully Paid,small_business,IN,26.55,0,752,756,0,18,0,40425.45,51.3,32,Individual
12000.0,12000.0, 60 months,0.1174,265.38,C,C5,10+ years,MORTGAGE,43912.17,Not Verified,Fully Paid,debt_consolidation,OH,26.92,0,640,644,0,10,3,2565.25,72.7,23,Individual
15000.0,15000.0, 60 months,0.0886,310.37,B,B1,8 years,MORTGAGE,35448.9,Source Verified,Current,other,MO,6.44,0,695,699,3,16,0,6561.05,45.4,31,Individual
5000.0,5000.0, 60 months,0.1897,129.63,D,D4,10+ years,RENT,64936.56,Verified,Current,debt_consolidation,GA,22.33,0,717,721,0,12,0,37433.42,62.3,18,Individual
35000.0,35000.0, 60 months,0.1633,857.21,D,D4,10+ years,MORTGAGE,63273.68,Verified,Current,small_business,MD,6.89,0,698,702,0,11,3,7570.21,61.2,19,Individual
7500.0,7500.0, 60 months,0.1136,164.41,B,B4,2 years,RENT,51383.68,Not Verified,Fully Paid,debt_consolidation,GA,25.58,0,652,656,2,13,1,1008.99,21.5,19,Individual
18000.0,18000.0, 36 months,0.2081,676.43,E,E4,4 years,MORTGAGE,59990.46,Not Verified,Fully Paid,major_purchase,GA,20.94,0,673,677,1,8,3,2062.05,0.0,19,Individual
18000.0,18000.0, 36 months,0.1708,642.49,D,D5,8 years,RENT,28104.03,Not Verified,Late (31-120 days),car,NJ,26.65,0,729,733,5,12,0,10524.59,42.3,21,Individual
7500.0,7500.0, 36 months,0.2264,288.93,F,F2,3 years,RENT,29148.65,Not Verified,Fully Paid,debt_consolidation,MA,22.47,3,718,722,4,8,1,13969.88,78.8,18,Individual
7500.0,7500.0, 60 months,0.1528,179.53,D,D4,10+ years,MORTGAGE,111670.12,Not Verified,Fully Paid,debt_consolidation,NJ,4.69,0,671,675,3,7,1,3312.0,14.6,16,Joint App
7500.0,7500.0, 36 months,0.1494,259.77,C,C2,2 years,RENT,34632.93,Verified,Fully Paid,credit_card,FL,20.15,0,769,773,0,11,0,4029.83,35.0,17,Individual
10000.0,10000.0, 36 months,0.1277,335.82,C,C4,5 years,OWN,64753.61,Not Verified,Fully Paid,other,NC,27.76,0,707,711,3,9,0,44112.27,75.5,18,Individual
7500.0,7500.0, 60 months,0.2545,222.12,F,F3,10+ years,MORTGAGE,13604.48,Verified,Fully Paid,medical,NY,29.17,2,739,743,2,12,0,18880.14,63.5,21,Individual
18000.0,18000.0, 36 months,0.2371,703.45,E,E3,2 years,RENT,69942.69,Verified,Fully Paid,debt_consolidation,IL,7.36,0,682,686,5,10,0,16217.2,46.6,20,Individual
12000.0,12000.0, 36 months,0.0681,369.48,A,A3,6 years,MORTGAGE,108815.95,Source Verified,Fully Paid,vacation,VA,13.22,0,764,768,0,6,0,25782.53,42.7,15,Individual
15000.0,15000.0, 60 months,0.0672,295.07,A,A4,4 years,OWN,58252.53,Source Verified,Fully Paid,major_purchase,MA,27.64,1,668,672,0,12,0,11121.55,32.8,24,Individual
5000.0,5000.0, 60 months,0.1181,110.74,B,B2,10+ years,OWN,59995.6,Verified,Fully Paid,debt_consolidation,MD,18.79,1,740,744,0,11,0,6214.34,55.1,15,Individual
25000.0,25000.0, 60 months,0.1702,621.56,D,D5,4 years,MORTGAGE,138818.58,Verified,Current,debt_consolidation,NY,24.51,0,631,635,2,11,0,12447.59,100.0,22,Individual
7500.0,7500.0, 60 months,0.2848,235.7,G,G1,2 years,RENT,64239.56,Verified,Current,debt_consolidation,CO,19.31,0,748,752,1,7,0,5691.45,33.3,14,Individual
12000.0,12000.0, 36 months,0.115,395.68,B,B5,10+ years,OWN,35932.99,Not Verified,Current,debt_consolidation,TN,8.39,0,710,714,1,5,0,2258.91,59.6,11,Joint App
